,species,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,eventDate,year,basisOfRecord,license,issue
8025,Rubus ursinus,45.502372,-122.399344,NA,2024-07-22T07:35:38,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8026,Rubus ursinus,45.347797,-121.993242,5,2024-08-02T15:24:22,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8027,Rubus ursinus,45.552091,-122.376698,NA,2024-07-26T09:38:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8028,Pinus ponderosa,45.183737,-118.21289,9,2024-08-06T07:47:57,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8029,Salix scouleriana,45.433982,-122.645498,NA,2024-07-30T14:05:11,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8030,Thuja plicata,45.583523,-122.772412,8,2024-07-24T18:49:23,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8031,Quercus garryana,45.54749,-122.369587,NA,2024-07-26T08:00:38,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8032,Rubus ursinus,44.555225,-123.271781,5,2024-08-09T06:27,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8033,Xerophyllum tenax,45.274259,-121.737941,NA,2024-08-09T12:39:20,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8034,Rubus ursinus,45.304545,-121.941995,NA,2024-08-09T08:53:55,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8035,Rubus ursinus,45.512967,-122.396528,NA,2024-07-17T14:27:58,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8036,Xerophyllum tenax,45.329436,-121.6447,NA,2024-08-06T10:59:47,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8037,Rubus ursinus,42.068128,-124.308783,30,2024-05-18T14:09:23,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8038,Populus trichocarpa,45.498083,-122.424378,NA,2024-08-04T15:46:11,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8039,Thuja plicata,45.514453,-122.394662,NA,2024-07-30T14:19:30,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8040,Thuja plicata,45.53011,-122.440087,NA,2024-08-03T08:57:08,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8041,Rubus ursinus,45.380725,-121.834464,5,2024-08-11T17:46,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8042,Rubus ursinus,45.521543,-122.716917,NA,2024-08-11T13:01:33,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8043,Quercus garryana,45.549312,-122.366883,NA,2024-07-26T08:06:39,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8044,Pinus ponderosa,45.543987,-122.576605,4,2024-08-08T09:12:21,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8045,Populus trichocarpa,45.511408,-122.396849,NA,2024-08-07T14:46:57,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8046,Thuja plicata,45.53054,-122.44115,NA,2024-08-03T09:06:42,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8047,Quercus garryana,45.546173,-122.373043,NA,2024-07-26T07:54:16,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8048,Thuja plicata,45.498174,-122.419012,NA,2024-08-08T08:21:42,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8049,Quercus garryana,45.382621,-122.5823,3,2024-08-09T08:34:21,2024,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8050,Thuja plicata,46.129095,-123.878555,7,2024-08-06T10:24:39,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8051,Rubus ursinus,42.222813,-123.793185,61,2024-05-27T13:22:29,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8052,Rubus ursinus,45.516443,-122.717887,NA,2024-08-11T12:10:51,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8053,Quercus garryana,45.102275,-123.376512,4,2024-08-08T13:37:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8054,Pinus ponderosa,45.210788,-118.030847,6,2024-08-06T07:06:42,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8055,Thuja plicata,45.518366,-122.704842,5,2023-08-12T17:39:26,2023,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8056,Xerophyllum tenax,45.308737,-121.743263,4,2024-08-04T08:01:40,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8057,Quercus garryana,45.148918,-123.350988,27222,2024-08-10T19:27:36,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8058,Thuja plicata,42.687813,-124.441679,5,2024-08-08T14:15:03,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8059,Thuja plicata,45.502453,-122.399309,NA,2024-07-22T07:46:27,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8060,Quercus garryana,45.789652,-121.344697,27126,2024-08-09T18:43:49,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8061,Rubus ursinus,45.50234,-122.39908,NA,2024-07-22T07:46:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8062,Rubus ursinus,45.595736,-123.948403,5,2024-08-11T12:54,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8063,Populus trichocarpa,45.546509,-122.372227,NA,2024-07-26T07:56:46,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8064,Quercus garryana,45.626807,-122.0211,NA,2024-08-02T09:18:31,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8065,Rubus ursinus,45.545167,-122.375629,NA,2024-07-26T07:43:13,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8066,Pinus ponderosa,45.201469,-118.147415,NA,2024-08-06T07:36:04,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8067,Thuja plicata,45.30466,-121.942105,NA,2024-08-09T08:55:50,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8068,Pinus ponderosa,45.190162,-118.202445,8,2024-08-06T07:45:08,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8069,Quercus garryana,45.382365,-122.580718,3,2024-07-22T08:20:56,2024,HUMAN_OBSERVATION,CC0_1_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8070,Rubus ursinus,44.555725,-123.276444,8,2024-08-09T08:26,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8071,Thuja plicata,45.502106,-122.399283,NA,2024-07-22T07:32:01,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8072,Thuja plicata,45.487077,-122.829983,8,2024-04-10T14:40:30,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8073,Thuja plicata,45.517351,-122.394708,NA,2024-08-01T11:45:57,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8074,Pinus ponderosa,45.201373,-118.156747,8,2024-08-06T07:36:54,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8075,Xerophyllum tenax,42.536592,-124.286132,27630,2024-07-22T17:01:03,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8076,Pinus ponderosa,45.195508,-118.176852,8,2024-08-06T07:40:13,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8077,Rubus ursinus,45.529545,-122.451148,NA,2024-08-03T10:31:56,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8078,Pinus ponderosa,45.177135,-118.210912,8,2024-08-06T07:52:38,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8079,Pinus ponderosa,45.200498,-118.172905,9,2024-08-06T07:39:16,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8080,Thuja plicata,45.486862,-122.830226,4,2024-04-10T14:40:08,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8081,Pinus ponderosa,45.201852,-118.172385,6,2024-08-06T07:39:03,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8082,Thuja plicata,45.347745,-121.992753,4,2024-08-02T15:21:54,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8083,Thuja plicata,45.529944,-122.451251,NA,2024-08-03T10:13:26,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8084,Rubus ursinus,45.627464,-122.020865,NA,2024-08-02T08:47:35,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8085,Rubus ursinus,45.5144,-122.394644,NA,2024-07-30T14:21:11,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8086,Xerophyllum tenax,44.495344,-121.796083,39,2024-08-11T15:47:49,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8087,Quercus garryana,45.445222,-122.877082,2,2024-08-05T19:13:32,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8088,Quercus garryana,44.152261,-123.119294,4,2024-08-10T17:18:37,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8089,Quercus garryana,45.546243,-122.372974,NA,2024-07-26T07:53:40,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8090,Pinus ponderosa,45.201468,-118.14742,9,2024-08-06T07:35:47,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8091,Rubus ursinus,45.280092,-121.740694,NA,2024-08-13T07:31:50,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8092,Thuja plicata,45.514204,-122.395315,NA,2024-07-25T13:51:10,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8093,Quercus garryana,45.549652,-122.366326,NA,2024-07-26T08:08:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8094,Thuja plicata,45.574551,-122.73548,4,2024-04-10T17:55:55,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8095,Thuja plicata,46.00548,-123.691024,27063,2024-08-11T15:48:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8096,Thuja plicata,45.521005,-122.635527,27158,2024-04-22T14:41:43,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8097,Thuja plicata,46.033336,-122.654712,8,2024-07-19T08:29:12,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8098,Thuja plicata,45.317249,-122.663751,3,2024-05-08T13:13:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8099,Pinus ponderosa,45.203072,-118.170578,7,2024-08-06T07:38:46,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8100,Xerophyllum tenax,45.3052,-121.74682,4,2024-08-04T12:16:37,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8101,Populus trichocarpa,45.528105,-122.449316,NA,2024-08-03T10:46:10,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8102,Rubus ursinus,44.553805,-123.278192,4,2024-08-01T07:05:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8103,Quercus garryana,45.447555,-122.877663,1,2024-08-05T19:09,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8104,Rubus ursinus,42.116117,-123.67048,2,2024-07-11T10:59:56,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8105,Thuja plicata,43.158213,-122.841676,NA,2024-07-30T16:08:43,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8106,Rubus ursinus,44.552262,-123.275558,3,2024-08-04T19:44:53,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8107,Quercus garryana,45.831017,-122.750536,182,2024-08-01T14:19,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8108,Quercus garryana,42.42731,-123.548783,NA,2024-07-20T15:45,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8109,Rubus ursinus,44.54857,-123.246788,4,2024-08-05T18:14:34,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8110,Pinus ponderosa,45.443474,-118.332237,NA,2024-08-05T17:29,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8111,Pinus ponderosa,45.430746,-118.355366,NA,2024-08-05T17:31:26,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8112,Pinus ponderosa,45.429619,-118.247398,NA,2024-08-05T17:17:52,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8113,Pinus ponderosa,44.05405,-120.451261,8,2024-08-04T10:56:05,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8114,Quercus garryana,44.003967,-122.970406,5,2024-07-28T16:28:04,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8115,Pinus ponderosa,45.589018,-118.137217,NA,2024-08-05T15:54:03,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8116,Xerophyllum tenax,44.620473,-122.044837,64,2024-07-27T14:14:35,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8117,Thuja plicata,45.296188,-121.792974,15,2024-07-27T15:29,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8118,Thuja plicata,45.602272,-123.938142,4,2024-08-04T13:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8119,Pinus ponderosa,45.483818,-118.177895,NA,2024-08-05T17:06:14,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8120,Rubus ursinus,44.660255,-121.891687,4,2024-07-21T12:25:17,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8121,Pinus ponderosa,45.666662,-118.104493,NA,2024-08-05T15:28:18,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8122,Pinus ponderosa,45.49599,-118.126012,23,2024-08-05T16:56:23,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8123,Thuja plicata,44.55402,-123.277908,4,2024-07-30T07:03:14,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8124,Pinus ponderosa,45.461639,-118.197426,NA,2024-08-05T17:07:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8125,Rubus ursinus,42.427743,-123.546858,NA,2024-07-20T15:19,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8126,Thuja plicata,44.344482,-121.999985,4,2024-07-29T11:24:39,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8127,Thuja plicata,45.41187,-122.69545,35,2024-08-03T15:00:34,2024,HUMAN_OBSERVATION,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8128,Thuja plicata,44.551862,-123.274925,4,2024-08-04T19:59:46,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8129,Rubus ursinus,44.554195,-123.278137,10,2024-07-30T07:20:29,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8130,Pinus ponderosa,45.431812,-118.22406,NA,2024-08-05T17:15:16,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8131,Rubus ursinus,45.526213,-122.730203,5,2024-08-03T08:36:28,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8132,Xerophyllum tenax,45.292112,-121.799784,15,2024-07-27T13:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8133,Thuja plicata,45.602306,-123.940497,5,2024-08-04T14:05,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8134,Pinus ponderosa,45.432026,-118.252144,NA,2024-08-05T17:21:02,2024,HUMAN_OBSERVATION,CC_BY_NC_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8135,Pinus ponderosa,44.66803,-118.6996,4,2024-05-17T11:50:45,2024,HUMAN_OBSERVATION,CC_BY_4_0,CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8136,Quercus garryana,45.636777,-122.833591,187,2024-08-04T12:49:51,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
8137,Pinus ponderosa,44.03901,-120.470949,6,2024-08-04T10:27:37,2024,HUMAN_OBSERVATION,CC_BY_4_0,COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
